 suite name label n test
            writer = csv.DictWriter(fileobj, fieldnames = [""f0"", ""f2"", ""f3""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f0,f2,f3\r\n"")
            writer.writerow({""f0"": 10, ""f3"": ""abc""})
            fileobj.seek(0)
            fileobj.readline() # header
            self.assertEqual(fileobj.read(), ""10,,abc\r\n"")

"
117 csv test_write_simple_dict pass 10 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
            writer = csv.DictWriter(fileobj, fieldnames = [""f1"", ""f2"", ""f3""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f1,f2,f3\r\n"")
            writer.writerow({""f1"": ""10"", ""f3"": ""abc""})
            fileobj.seek(0)
            fileobj.readline() # header
            self.assertEqual(fileobj.read(), ""10,,abc\r\n"")

"
118 csv test_write_simple_dict pass 2 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
            writer = csv.DictWriter(fileobj, fieldnames = [""f2"", ""f1"", ""f3""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f2,f1,f3\r\n"")
            writer.writerow({""f1"": 10, ""f3"": ""abc""})
            fileobj.seek(0)
            fileobj.readline() # header
            self.assertEqual(fileobj.read(), "",10,abc\r\n"")

"
119 csv test_write_simple_dict pass 3 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
            writer = csv.DictWriter(fileobj, fieldnames = [""f11"", ""f22"", ""f33""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f11,f22,f33\r\n"")
            writer.writerow({""f11"": 10, ""f33"": ""abc""})
            fileobj.seek(0)
            fileobj.readline() # header
            self.assertEqual(fileobj.read(), ""10,,abc\r\n"")

"
120 csv test_write_simple_dict pass 4 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
            writer = csv.DictWriter(fileobj, fieldnames = [""f1"", ""f2"", ""f3""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f1,f2,f3\r\n"")
            writer.writerow({""f1"": 10, ""f3"": ""abc""})
            fileobj.seek(0)
            fileobj.readline()
            self.assertEqual(fileobj.read(), ""10,,abc\r\n"")

"
121 csv test_write_simple_dict pass 5 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
            writer = csv.DictWriter(fileobj, fieldnames = [""f1"", ""f2""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f1,f2\r\n"")
            writer.writerow({""f1"": 10})
            fileobj.seek(0)
            fileobj.readline() # header
            self.assertEqual(fileobj.read(), ""10,\r\n"")

"
122 csv test_write_simple_dict pass 6 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
            writer = csv.DictWriter(fileobj, fieldnames = [""f1"", ""f2"", ""f3""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f1,f2,f3\r\n"")
            writer.writerow({""f2"": 10})
            fileobj.seek(0)
            fileobj.readline() # header
            self.assertEqual(fileobj.read(), "",10,\r\n"")

"
123 csv test_write_simple_dict pass 7 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
            writer = csv.DictWriter(fileobj, fieldnames = [""f1"", ""f2"", ""f3""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f1,f2,f3\r\n"")
            writer.writerow({""f1"": 100, ""f3"": ""abc""})
            fileobj.seek(0)
            fileobj.readline() # header
            self.assertEqual(fileobj.read(), ""100,,abc\r\n"")

"
124 csv test_write_simple_dict pass 8 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
            writer = csv.DictWriter(fileobj, fieldnames = [""f1"", ""f2"", ""f3""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f1,f2,f3\r\n"")
            writer.writerow({""f1"": 10, ""f3"": ""abcd""})
            fileobj.seek(0)
            fileobj.readline() # header
            self.assertEqual(fileobj.read(), ""10,,abcd\r\n"")

"
125 csv test_write_simple_dict pass 9 "    import csv
    from tempfile import TemporaryFile
    ...
    def test_write_simple_dict(self):
        with TemporaryFile(""w+"", encoding=""utf-8"", newline='') as fileobj:
            writer = csv.DictWriter(fileobj, fieldnames = [""f1"", ""f2"", ""f3""])
            writer.writeheader()
            fileobj.seek(0)
            self.assertEqual(fileobj.readline(), ""f1,f2,f3\r\n"")
            writer.writerow({""f1"": 10, ""f2"": ""zzz"", ""f3"": ""abc""})
            fileobj.seek(0)
            fileobj.readline() # header
            self.assertEqual(fileobj.read(), ""10,zzz,abc\r\n"")

"
126 gzip test_bad_params fail 1 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        with self.assertRaises(ValueError):
            gzip.open(123.456)
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", encoding=""utf-8"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", newline=""\n"")

"
127 gzip test_bad_params fail 10 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        with self.assertRaises(TypeError):
            gzip.open(123.456)
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", encoding=""utf-8"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", errors=""ignore"")
        gzip.open(self.filename, ""rb"", newline=""\n"")

"
128 gzip test_bad_params fail 2 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        with self.assertRaises(TypeError):
            gzip.open(123.456)
        with self.assertRaises(TypeError):
            gzip.open(self.filename, ""wbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", encoding=""utf-8"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", newline=""\n"")

"
129 gzip test_bad_params fail 3 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        with self.assertRaises(TypeError):
            gzip.open(123.456)
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wb"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", encoding=""utf-8"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", newline=""\n"")

"
130 gzip test_bad_params fail 4 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        gzip.open(123.456)
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", encoding=""utf-8"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", newline=""\n"")

"
131 gzip test_bad_params fail 5 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        with self.assertRaises(TypeError):
            gzip.open(123.456)
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wt"", encoding=""utf-8"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", newline=""\n"")

"
132 gzip test_bad_params fail 6 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        with self.assertRaises(TypeError):
            gzip.open(123.456)
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", encoding=""utf-8"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wt"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", newline=""\n"")

"
133 gzip test_bad_params fail 7 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        with self.assertRaises(TypeError):
            gzip.open(123.456)
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", encoding=""utf-8"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wt"", newline=""\n"")

"
134 gzip test_bad_params fail 8 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        with self.assertRaises(TypeError):
            gzip.open(123.456)
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        gzip.open(self.filename, ""rb"", encoding=""utf-8"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", newline=""\n"")

"
135 gzip test_bad_params fail 9 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        with self.assertRaises(TypeError):
            gzip.open(123.456)
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", encoding=""utf-8"")
        gzip.open(self.filename, ""rb"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", newline=""\n"")

"
137 gzip test_bad_params pass 1 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        with self.assertRaises(TypeError):
            gzip.open(456.123)
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", encoding=""utf-8"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", newline=""\n"")

"
138 gzip test_bad_params pass 10 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        with self.assertRaises(TypeError):
            gzip.open(123.456)
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wb"", encoding=""utf-8"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wb"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wb"", newline=""\n"")

"
139 gzip test_bad_params pass 2 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        with self.assertRaises(TypeError):
            gzip.open(123)
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", encoding=""utf-8"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", newline=""\n"")

"
140 gzip test_bad_params pass 3 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        with self.assertRaises(TypeError):
            gzip.open(123.456)
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", encoding=""utf-8"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", newline=""\n"")

"
141 gzip test_bad_params pass 4 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        with self.assertRaises(TypeError):
            gzip.open(123.456)
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""abt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", encoding=""utf-8"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", newline=""\n"")

"
142 gzip test_bad_params pass 5 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        with self.assertRaises(TypeError):
            gzip.open(123.456)
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", encoding=""utf-8"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", newline=""\n"")

"
143 gzip test_bad_params pass 6 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        with self.assertRaises(TypeError):
            gzip.open(123.456)
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", encoding=""utf-8"", errors=""ignore"", newline=""\n"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", newline=""\n"")

"
144 gzip test_bad_params pass 7 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        with self.assertRaises(TypeError):
            gzip.open(123.456)
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wb"", encoding=""utf-8"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", newline=""\n"")

"
145 gzip test_bad_params pass 8 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        with self.assertRaises(TypeError):
            gzip.open(123.456)
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", encoding=""utf-8"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wb"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", newline=""\n"")

"
146 gzip test_bad_params pass 9 "    import gzip
    ...
    def test_bad_params(self):
        # Test invalid parameter combinations.
        with self.assertRaises(TypeError):
            gzip.open(123.456)
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""xbt"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", encoding=""utf-8"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""rb"", errors=""ignore"")
        with self.assertRaises(ValueError):
            gzip.open(self.filename, ""wb"", newline=""\n"")

"
147 gzip test_fileobj_mode fail 1 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with self.assertRaises(ValueError):
                gzip.GzipFile(fileobj=f, mode='z')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    self.assertEqual(g.mode, gzip.READ)
        for mode in ""wb"", ""ab"", ""xb"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
                with g:
                    self.assertEqual(g.mode, gzip.WRITE)

"
148 gzip test_fileobj_mode fail 10 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, gzip.READ)
            with self.assertRaises(ValueError):
                gzip.GzipFile(fileobj=f, mode='z')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    self.assertEqual(g.mode, gzip.READ)
        for mode in ""wb"", ""ab"", ""xb"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
                with g:
                    self.assertEqual(g.mode, gzip.WRITE)

"
149 gzip test_fileobj_mode fail 2 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with self.assertRaises(ValueError):
                gzip.GzipFile(fileobj=f, mode='z')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    self.assertEqual(g.mode, gzip.READ)
        for mode in ""wb"", ""ab"", ""xb"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
                with g:
                    self.assertEqual(g.mode, gzip.WRITE)

"
150 gzip test_fileobj_mode fail 3 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with self.assertRaises(TypeError):
                gzip.GzipFile(fileobj=f, mode='z')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    self.assertEqual(g.mode, gzip.READ)
        for mode in ""wb"", ""ab"", ""xb"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
                with g:
                    self.assertEqual(g.mode, gzip.WRITE)

"
151 gzip test_fileobj_mode fail 4 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with self.assertRaises(ValueError):
                gzip.GzipFile(fileobj=f, mode='z')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    self.assertEqual(g.mode, gzip.WRITE)
        for mode in ""wb"", ""ab"", ""xb"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
                with g:
                    self.assertEqual(g.mode, gzip.WRITE)

"
152 gzip test_fileobj_mode fail 5 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with self.assertRaises(ValueError):
                gzip.GzipFile(fileobj=f, mode='z')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    self.assertEqual(g.mode, gzip.READ)
        for mode in ""wb"", ""ab"", ""xb"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
                with g:
                    self.assertEqual(g.mode, gzip.READ)

"
153 gzip test_fileobj_mode fail 6 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with self.assertRaises(ValueError):
                gzip.GzipFile(fileobj=f, mode='z')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    self.assertEqual(g.mode, gzip.READ)
        for mode in ""wb"", ""ab"", ""xb"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
                with g:
                    self.assertEqual(g.mode, gzip.WRITE)

"
154 gzip test_fileobj_mode fail 7 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with self.assertRaises(ValueError):
                gzip.GzipFile(fileobj=f, mode='z')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    self.assertEqual(g.mode, gzip.READ)
        for mode in ""wb"", ""ab"", ""xb"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
                with g:
                    self.assertEqual(g.mode, gzip.WRITE)

"
155 gzip test_fileobj_mode fail 8 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            gzip.GzipFile(fileobj=f, mode='z')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    self.assertEqual(g.mode, gzip.READ)
        for mode in ""wb"", ""ab"", ""xb"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
                with g:
                    self.assertEqual(g.mode, gzip.WRITE)

"
156 gzip test_fileobj_mode fail 9 "    import gzip
    ...
    def test_fileobj_mode(self):
        gzip.GzipFile(self.filename, ""wb"").close()
        with open(self.filename, ""r+b"") as f:
            with gzip.GzipFile(fileobj=f, mode='r') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='w') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with gzip.GzipFile(fileobj=f, mode='a') as g:
                self.assertEqual(g.mode, gzip.READ)
            with gzip.GzipFile(fileobj=f, mode='x') as g:
                self.assertEqual(g.mode, gzip.WRITE)
            with self.assertRaises(ValueError):
                gzip.GzipFile(fileobj=f, mode='z')
        for mode in ""rb"", ""r+b"":
            with open(self.filename, mode) as f:
                with gzip.GzipFile(fileobj=f) as g:
                    self.assertEqual(g.mode, gzip.READ)
        for mode in ""wb"", ""ab"", ""xb"":
            if ""x"" in mode:
                os_helper.unlink(self.filename)
            with open(self.filename, mode) as f:
                with self.assertWarns(FutureWarning):
                    g = gzip.GzipFile(fileobj=f)
